0	(1,5,3),(0,0,0)
1	(1,5,3),(0,0,0)
2	(1,5,3),(0,0,0)
3	(1,5,3),(0,0,0)
4	(1,5,3),(0,0,0)
5	(1,5,3),(0,0,0)
6	(1,5,3),(0,0,0)
7	(1,5,3),(0,0,0)
8	(1,5,3),(0,0,0)
9	(2,5,2),(0,0,0)
10	(0,5,3),(1,0,0)
11	(0,5,3),(1,0,0)
12	(0,5,3),(1,0,0)
13	(0,5,3),(1,0,0)
14	(0,5,3),(1,0,0)
15	(0,5,3),(1,0,0)
16	(0,5,3),(1,0,0)
17	(0,5,3),(1,0,0)
18	(0,5,3),(1,0,0)
19	(0,5,3),(1,0,0)
20	(0,5,3),(1,0,0)
21	(0,5,3),(1,0,0)
22	(0,5,3),(1,0,0)
23	(0,5,3),(1,0,0)
24	(0,5,3),(1,0,0)
25	(0,5,3),(1,0,0)
26	(0,5,3),(1,0,0)
27	(0,5,3),(1,0,0)
28	(1,5,3),(0,0,0)
29	(1,5,3),(0,0,0)
30	(1,5,3),(0,0,0)
31	(1,5,3),(0,0,0)
32	(1,5,3),(0,0,0)
33	(1,5,3),(0,0,0)
34	(1,5,3),(0,0,0)
35	(1,5,3),(0,0,0)
