0	(1,0,0),(0,5,3)
1	(0,0,0),(1,5,3)
2	(0,0,0),(1,5,3)
3	(0,0,0),(1,5,3)
4	(0,0,0),(1,5,3)
5	(0,0,0),(1,5,3)
6	(0,0,0),(1,5,3)
7	(0,0,0),(1,5,3)
8	(0,0,0),(1,5,3)
9	(0,0,0),(1,5,3)
10	(0,0,0),(1,5,3)
11	(0,0,0),(1,5,3)
12	(0,0,0),(1,5,3)
13	(0,0,0),(1,5,3)
14	(0,0,0),(1,5,3)
15	(0,0,0),(1,5,3)
16	(0,0,0),(1,5,3)
17	(0,0,0),(1,5,3)
18	(0,0,0),(1,4,2)
19	(1,0,0),(0,5,3)
20	(1,0,0),(0,5,3)
21	(1,0,0),(0,5,3)
22	(1,0,0),(0,5,3)
23	(1,0,0),(0,5,3)
24	(1,0,0),(0,5,3)
25	(1,0,0),(0,5,3)
26	(1,0,0),(0,5,3)
27	(1,0,0),(0,5,3)
28	(1,0,0),(0,5,3)
29	(1,0,0),(0,5,3)
30	(1,0,0),(0,5,3)
31	(1,0,0),(0,5,3)
32	(1,0,0),(0,5,3)
33	(1,0,0),(0,5,3)
34	(1,0,0),(0,5,3)
35	(1,0,0),(0,5,3)
